Date,Searches,Observed,Pure-LSTM-Prediction,Pure-LSTMError,Naive-Prediction,NaiveError
07/05/2017,44,2.0,8.477545480006933,6.477545480006933,4.0,2.0
14/05/2017,0,5.0,7.092338429301977,2.092338429301977,2.0,-3.0
21/05/2017,0,8.0,6.4394009816586975,-1.5605990183413025,5.0,-3.0
28/05/2017,27,0.0,6.8091316271394495,6.8091316271394495,8.0,8.0
04/06/2017,0,6.0,6.7807395705878735,0.7807395705878735,0.0,-6.0
11/06/2017,25,4.0,7.86302164580673,3.8630216458067297,6.0,2.0
18/06/2017,14,1.0,7.807703143168986,6.807703143168986,4.0,3.0
25/06/2017,26,-8.0,5.831901143968105,13.831901143968105,1.0,9.0
02/07/2017,68,2.0,7.0271672896713016,5.0271672896713016,-8.0,-10.0
09/07/2017,0,1.0,4.8903594427123664,3.8903594427123664,2.0,1.0
16/07/2017,0,1.0,3.4079607964038847,2.4079607964038847,1.0,0.0
23/07/2017,0,0.0,2.86614561483562,2.86614561483562,1.0,1.0
30/07/2017,15,1.0,5.057284857970476,4.057284857970476,0.0,-1.0
06/08/2017,0,1.0,4.641375812000036,3.641375812000036,1.0,0.0
13/08/2017,37,4.0,4.545413339003921,0.5454133390039209,1.0,-3.0
20/08/2017,100,2.0,4.525569243574142,2.525569243574142,4.0,2.0
27/08/2017,0,-16.0,5.11067337398529,21.11067337398529,2.0,18.0
03/09/2017,5,-1.0,4.884282011888922,5.884282011888922,-16.0,-15.0
10/09/2017,0,13.999999999999998,4.282540192849934,-9.717459807150064,-1.0,-14.999999999999998
17/09/2017,0,-1.0,2.956121873753518,3.956121873753518,13.999999999999998,14.999999999999998
24/09/2017,51,3.0,2.3659031559407713,-0.6340968440592287,-1.0,-4.0
01/10/2017,6,3.0,6.8029725005105135,3.8029725005105135,3.0,0.0
08/10/2017,0,2.0,9.200017728951574,7.200017728951574,3.0,1.0
15/10/2017,0,2.0,4.732657668170333,2.732657668170333,2.0,0.0
22/10/2017,0,-4.0,6.091233114793897,10.091233114793898,2.0,6.0
29/10/2017,0,0.0,5.618440446543693,5.618440446543693,-4.0,-4.0
05/11/2017,13,3.0,4.736520098432899,1.7365200984328988,0.0,-3.0
12/11/2017,0,8.0,4.100670894856006,-3.899329105143994,3.0,-5.0
19/11/2017,0,4.0,3.5895748717874287,-0.41042512821257127,8.0,4.0
26/11/2017,30,-3.0,5.733125386843085,8.733125386843085,4.0,7.0
03/12/2017,0,6.999999999999999,7.2803898884564635,0.2803898884564644,-3.0,-10.0
10/12/2017,2,4.0,7.850830543163418,3.8508305431634184,6.999999999999999,2.999999999999999
17/12/2017,0,-1.0,5.757136582607031,6.757136582607031,4.0,5.0
24/12/2017,33,-5.0,4.891885864341259,9.891885864341258,-1.0,4.0
